#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	00000000000000000000000000000000000000000001000000000000000100010000000000000000000000000000000000000000000000000000000000000000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1727865867007382	-6.471109148555897
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100011111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1727865867007382	-6.471109148555897
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111011111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100101010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111101110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111100111111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111110011011111111111111111111111111111111111111111111111111111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678179	-8.32042065412331
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011011111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.184744785367718	-8.320420654107735
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111011111110111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111111111111011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536776184	-8.32042065411457
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111111111111011111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100001100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678179	-8.32042065412331
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011101110111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101110000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536776184	-8.32042065411457
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101011010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111110111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101011111111111110100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101001100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536780492	-8.320420654121278
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110101100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111101110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111100111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001111111111111110111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853676789	-8.320420654101653
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110101111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100001010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111110101010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010111111111111101111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010011111100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101000100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101110101010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111011111110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011011111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101110111111111110111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111010111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011011111111111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010111110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.1847447853678048	-8.320420654121264
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111011111111111011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110101111111111111110111111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110110100	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111101011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101110111111111110111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111000	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101100110010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100011010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101010110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111100111110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536796746	-8.320420654146602
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001010	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536769345	-8.320420654103913
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001111110110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
boolean	21.0	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111011110	fc	127	0.0	0.0	2	100.0	0.0	True	none	00	False	False	0	0.18474478536766992	-8.320420654100246
#dataset	boolfun_comp	boolfun	network	m	label_corruption	confusion	number_layers	sigmaw	sigmab	binarized	pooling	intermediate_pooling	whitening	training	n_gpus	bound	logP
